SHIP|B_FOXVN_BD|20241206085046|HEADER||BCM957504-N1100FHD|EA|NICCC|20241205165113|20241205165113|5142061012|||||||||||1800|1800||5142061012||||||||||||||||D|||||||||||||
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132367|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132367|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132372|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132372|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132405|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132405|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132407|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132407|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132410|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132410|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132414|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132414|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132417|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132417|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132424|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132424|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132427|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132427|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132430|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132430|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132433|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132433|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132436|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132436|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132441|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132441|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132445|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132445|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132456|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132456|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132465|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132465|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132469|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132469|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132473|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132473|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132475|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132475|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132477|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132477|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132486|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132486|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132490|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132490|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132495|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132495|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132497|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132497|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132503|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132503|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132507|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132507|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132512|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132512|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132513|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132513|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132517|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132517|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132521|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132521|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132522|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132522|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132533|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132533|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132535|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132535|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132541|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132541|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132542|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132542|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400339|20|VN|BZ50132545|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132545|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400340|20|VN|BZ50132567|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132567|P
SHIP|B_FOXVN_BD|20241206085046|LOT||BCM957504-N1100FHD||NICCC|||5142061012||||||||||||||||1TZZ2400340|20|VN|BZ50132568|20241205165113||||007|||#N/A||||||||||20241205165113|||2449||BZ50132568|P
