SHIP|B_FOXVN_BD|20241009083539|HEADER||BCM957504-N1100FHD|EA|NICCC|20241008202646|20241008202646|5142052531|||||||||||1500|1500||5142052531||||||||||||||||D|||||||||||||
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104057|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104057|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104077|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104077|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104081|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104081|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104084|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104084|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104089|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104089|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104101|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104101|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104105|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104105|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104130|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104130|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104133|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104133|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104144|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104144|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104146|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104146|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104159|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104159|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104180|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104180|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104182|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104182|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104190|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104190|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400280|10|VN|BZ50104194|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104194|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104206|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104206|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104224|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104224|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104228|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104228|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104233|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104233|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104235|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104235|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104239|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104239|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104320|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104320|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104324|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104324|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104349|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104349|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104351|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104351|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104354|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104354|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104356|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104356|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104358|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104358|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104486|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104486|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104487|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104487|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104497|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104497|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104532|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104532|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104534|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104534|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104546|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104546|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104547|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104547|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104559|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104559|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104561|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104561|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104571|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104571|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104591|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104591|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104595|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104595|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104596|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104596|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104599|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104599|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104604|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104604|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104605|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104605|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104609|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104609|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104613|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104613|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104618|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104618|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104626|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104626|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104653|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104653|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104692|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104692|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104694|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104694|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104701|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104701|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104703|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104703|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104705|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104705|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104709|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104709|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104726|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104726|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104733|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104733|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104742|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104742|P
SHIP|B_FOXVN_BD|20241009083539|LOT||BCM957504-N1100FHD||NICCC|||5142052531||||||||||||||||1TZZ2400281|10|VN|BZ50104755|20241008202646||||005|||#N/A||||||||||20241008202646|||2441||BZ50104755|P
